run	V(vout1)
2.340000000000000e+02	3.490916e-05
2.350000000000000e+02	3.496591e-05
2.360000000000000e+02	3.492985e-05
2.370000000000000e+02	3.493268e-05
2.380000000000000e+02	3.485059e-05
2.390000000000000e+02	3.492199e-05
2.400000000000000e+02	3.490270e-05
2.410000000000000e+02	3.491692e-05
2.420000000000000e+02	3.493048e-05
2.430000000000000e+02	3.491317e-05
2.440000000000000e+02	3.491119e-05
2.450000000000000e+02	3.490662e-05
2.460000000000000e+02	3.490866e-05
2.470000000000000e+02	3.491356e-05
2.480000000000000e+02	3.490781e-05
2.490000000000000e+02	3.495294e-05
2.500000000000000e+02	3.497379e-05
2.510000000000000e+02	3.492059e-05
2.520000000000000e+02	3.487304e-05
2.530000000000000e+02	3.493373e-05
2.540000000000000e+02	3.494537e-05
2.550000000000000e+02	3.490582e-05
2.560000000000000e+02	3.493773e-05
2.570000000000000e+02	3.484618e-05
2.580000000000000e+02	3.489790e-05
2.590000000000000e+02	3.491258e-05
2.600000000000000e+02	3.493618e-05
2.610000000000000e+02	3.496539e-05
2.620000000000000e+02	3.495860e-05
2.630000000000000e+02	3.490415e-05
2.640000000000000e+02	3.492045e-05
2.650000000000000e+02	3.495913e-05
2.660000000000000e+02	3.494635e-05
2.670000000000000e+02	3.487585e-05
2.680000000000000e+02	3.492941e-05
2.690000000000000e+02	3.495216e-05
2.700000000000000e+02	3.486753e-05
2.710000000000000e+02	3.495607e-05
2.720000000000000e+02	3.489202e-05
2.730000000000000e+02	3.492924e-05
2.740000000000000e+02	3.495590e-05
2.750000000000000e+02	3.493116e-05
2.760000000000000e+02	3.491886e-05
2.770000000000000e+02	3.492112e-05
2.780000000000000e+02	3.490165e-05
2.790000000000000e+02	3.488789e-05
2.800000000000000e+02	3.491074e-05
2.810000000000000e+02	3.491091e-05
2.820000000000000e+02	3.488242e-05
2.830000000000000e+02	3.489380e-05
2.840000000000000e+02	3.490299e-05
2.850000000000000e+02	3.490150e-05
2.860000000000000e+02	3.492439e-05
2.870000000000000e+02	3.488172e-05
2.880000000000000e+02	3.486928e-05
2.890000000000000e+02	3.489467e-05
2.900000000000000e+02	3.495038e-05
2.910000000000000e+02	3.492012e-05
2.920000000000000e+02	3.492472e-05
2.930000000000000e+02	3.491820e-05
2.940000000000000e+02	3.497202e-05
2.950000000000000e+02	3.491107e-05
2.960000000000000e+02	3.496872e-05
2.970000000000000e+02	3.487883e-05
2.980000000000000e+02	3.492093e-05
2.990000000000000e+02	3.491090e-05
3.000000000000000e+02	3.500294e-05
