run	V(vout2)
2.320000000000000e+02	3.596355e-02
2.330000000000000e+02	3.596477e-02
2.340000000000000e+02	3.589746e-02
2.350000000000000e+02	3.592702e-02
2.360000000000000e+02	3.592324e-02
2.370000000000000e+02	3.597216e-02
2.380000000000000e+02	3.591684e-02
2.390000000000000e+02	3.591889e-02
2.400000000000000e+02	3.598529e-02
2.410000000000000e+02	3.599706e-02
2.420000000000000e+02	3.595604e-02
2.430000000000000e+02	3.593423e-02
2.440000000000000e+02	3.594479e-02
2.450000000000000e+02	3.595933e-02
2.460000000000000e+02	3.599108e-02
2.470000000000000e+02	3.597249e-02
2.480000000000000e+02	3.589048e-02
2.490000000000000e+02	3.597584e-02
2.500000000000000e+02	3.596654e-02
2.510000000000000e+02	3.600646e-02
2.520000000000000e+02	3.595321e-02
2.530000000000000e+02	3.593678e-02
2.540000000000000e+02	3.595881e-02
2.550000000000000e+02	3.597191e-02
2.560000000000000e+02	3.597042e-02
2.570000000000000e+02	3.595490e-02
2.580000000000000e+02	3.593460e-02
2.590000000000000e+02	3.597000e-02
2.600000000000000e+02	3.589965e-02
2.610000000000000e+02	3.592489e-02
2.620000000000000e+02	3.602275e-02
2.630000000000000e+02	3.590323e-02
2.640000000000000e+02	3.595157e-02
2.650000000000000e+02	3.594440e-02
2.660000000000000e+02	3.596577e-02
2.670000000000000e+02	3.600267e-02
2.680000000000000e+02	3.590658e-02
2.690000000000000e+02	3.599871e-02
2.700000000000000e+02	3.603148e-02
2.710000000000000e+02	3.600468e-02
2.720000000000000e+02	3.592312e-02
2.730000000000000e+02	3.597778e-02
2.740000000000000e+02	3.597319e-02
2.750000000000000e+02	3.595428e-02
2.760000000000000e+02	3.594492e-02
2.770000000000000e+02	3.593712e-02
2.780000000000000e+02	3.591017e-02
2.790000000000000e+02	3.598411e-02
2.800000000000000e+02	3.597062e-02
2.810000000000000e+02	3.594777e-02
2.820000000000000e+02	3.593019e-02
2.830000000000000e+02	3.595367e-02
2.840000000000000e+02	3.596101e-02
2.850000000000000e+02	3.596680e-02
2.860000000000000e+02	3.593659e-02
2.870000000000000e+02	3.596886e-02
2.880000000000000e+02	3.589574e-02
2.890000000000000e+02	3.600771e-02
2.900000000000000e+02	3.597159e-02
2.910000000000000e+02	3.593582e-02
2.920000000000000e+02	3.596463e-02
2.930000000000000e+02	3.599248e-02
2.940000000000000e+02	3.596263e-02
2.950000000000000e+02	3.594719e-02
2.960000000000000e+02	3.596284e-02
2.970000000000000e+02	3.599141e-02
2.980000000000000e+02	3.594379e-02
2.990000000000000e+02	3.591517e-02
3.000000000000000e+02	3.593438e-02
