run	V(vout1)
2.370000000000000e+02	3.598988e-02
2.380000000000000e+02	3.590763e-02
2.390000000000000e+02	3.597906e-02
2.400000000000000e+02	3.595915e-02
2.410000000000000e+02	3.597499e-02
2.420000000000000e+02	3.598793e-02
2.430000000000000e+02	3.597055e-02
2.440000000000000e+02	3.596845e-02
2.450000000000000e+02	3.596347e-02
2.460000000000000e+02	3.596568e-02
2.470000000000000e+02	3.597000e-02
2.480000000000000e+02	3.596585e-02
2.490000000000000e+02	3.601065e-02
2.500000000000000e+02	3.603179e-02
2.510000000000000e+02	3.597752e-02
2.520000000000000e+02	3.592941e-02
2.530000000000000e+02	3.599118e-02
2.540000000000000e+02	3.600184e-02
2.550000000000000e+02	3.596273e-02
2.560000000000000e+02	3.599652e-02
2.570000000000000e+02	3.590302e-02
2.580000000000000e+02	3.595603e-02
2.590000000000000e+02	3.596942e-02
2.600000000000000e+02	3.599365e-02
2.610000000000000e+02	3.602388e-02
2.620000000000000e+02	3.601735e-02
2.630000000000000e+02	3.596288e-02
2.640000000000000e+02	3.597754e-02
2.650000000000000e+02	3.601719e-02
2.660000000000000e+02	3.600311e-02
2.670000000000000e+02	3.593211e-02
2.680000000000000e+02	3.598604e-02
2.690000000000000e+02	3.601141e-02
2.700000000000000e+02	3.592414e-02
2.710000000000000e+02	3.601399e-02
2.720000000000000e+02	3.595006e-02
2.730000000000000e+02	3.598670e-02
2.740000000000000e+02	3.601329e-02
2.750000000000000e+02	3.598858e-02
2.760000000000000e+02	3.597622e-02
2.770000000000000e+02	3.597967e-02
2.780000000000000e+02	3.595897e-02
2.790000000000000e+02	3.594579e-02
2.800000000000000e+02	3.596742e-02
2.810000000000000e+02	3.596840e-02
2.820000000000000e+02	3.594022e-02
2.830000000000000e+02	3.595118e-02
2.840000000000000e+02	3.596152e-02
2.850000000000000e+02	3.596045e-02
2.860000000000000e+02	3.598194e-02
2.870000000000000e+02	3.593918e-02
2.880000000000000e+02	3.592646e-02
2.890000000000000e+02	3.595132e-02
2.900000000000000e+02	3.600749e-02
2.910000000000000e+02	3.597793e-02
2.920000000000000e+02	3.598258e-02
2.930000000000000e+02	3.597721e-02
2.940000000000000e+02	3.603004e-02
2.950000000000000e+02	3.596879e-02
2.960000000000000e+02	3.602611e-02
2.970000000000000e+02	3.593596e-02
2.980000000000000e+02	3.597858e-02
2.990000000000000e+02	3.596850e-02
3.000000000000000e+02	3.606128e-02
